consumption,timestamp,interval_seconds,interval_minutes,temp_out_c,humidity,home_size_sqft,occupants,hvac_type,thermostat_setpoint_f,comfort_level,tariff_usd_per_kwh,baseline_kwh_per_day,baseline_kwh_per_hour
4.87,2023-01-03 11:41:00,2280,38,21.8,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.85,2023-01-03 12:25:00,2640,44,21.8,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.31,2023-01-03 13:02:00,2220,37,22.6,77,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.98,2023-01-03 13:42:00,2400,40,23.8,59,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.11,2023-01-03 15:54:00,7920,132,24.2,52,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.4,2023-01-03 18:10:00,8160,136,21.3,52,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.33,2023-01-03 18:15:00,300,5,21.3,52,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.29,2023-01-03 19:30:00,4500,75,18.8,56,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.87,2023-01-03 20:02:00,1920,32,18.1,57,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.75,2023-01-03 20:08:00,360,6,18.1,57,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.95,2023-01-03 20:58:00,3000,50,16.7,56,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.71,2023-01-03 21:48:00,3000,50,15.8,57,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.21,2023-01-04 01:37:00,13740,229,13.5,57,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.2,2023-01-04 02:34:00,3420,57,13.3,56,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.95,2023-01-04 02:42:00,480,8,13.3,56,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.77,2023-01-04 04:24:00,6120,102,13.3,51,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.99,2023-01-04 05:51:00,5220,87,12.0,51,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.75,2023-01-04 06:29:00,2280,38,12.0,51,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.79,2023-01-04 06:32:00,180,3,12.6,44,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.25,2023-01-04 07:04:00,1920,32,12.6,44,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.81,2023-01-04 07:45:00,2460,41,11.5,48,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.28,2023-01-04 08:40:00,3300,55,12.3,49,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.14,2023-01-04 08:40:00,0,0,12.3,49,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.95,2023-01-04 08:53:00,780,13,12.3,49,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.29,2023-01-04 09:35:00,2520,42,14.9,50,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.98,2023-01-04 12:02:00,8820,147,18.3,43,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.96,2023-01-04 12:27:00,1500,25,18.3,43,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.27,2023-01-04 14:14:00,6420,107,19.9,41,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.7,2023-01-04 14:20:00,360,6,19.9,41,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.55,2023-01-04 14:34:00,840,14,20.2,39,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.12,2023-01-04 14:49:00,900,15,20.2,39,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.79,2023-01-04 15:10:00,1260,21,20.2,39,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.19,2023-01-04 15:36:00,1560,26,20.3,39,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.9,2023-01-04 16:32:00,3360,56,19.8,42,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.15,2023-01-04 16:42:00,600,10,19.8,42,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.0,2023-01-04 18:39:00,7020,117,15.6,62,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.05,2023-01-04 19:12:00,1980,33,15.6,62,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.94,2023-01-04 19:53:00,2460,41,16.2,57,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.52,2023-01-04 20:31:00,2280,38,13.4,70,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.76,2023-01-04 21:24:00,3180,53,13.4,70,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.27,2023-01-04 23:19:00,6900,115,11.5,79,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.46,2023-01-04 23:20:00,60,1,11.5,79,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.56,2023-01-04 23:24:00,240,4,11.5,79,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.64,2023-01-05 00:25:00,3660,61,10.8,81,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.97,2023-01-05 01:33:00,4080,68,9.7,87,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.99,2023-01-05 02:41:00,4080,68,9.4,86,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.4,2023-01-05 03:42:00,3660,61,9.4,86,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.41,2023-01-05 05:17:00,5700,95,9.0,86,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.31,2023-01-05 05:47:00,1800,30,8.8,85,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.02,2023-01-05 06:40:00,3180,53,8.5,84,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.34,2023-01-05 06:48:00,480,8,8.5,84,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.35,2023-01-05 07:11:00,1380,23,8.5,84,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.02,2023-01-05 07:37:00,1560,26,7.5,86,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.75,2023-01-05 07:45:00,480,8,7.5,86,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.38,2023-01-05 08:38:00,3180,53,9.8,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.44,2023-01-05 08:41:00,180,3,9.8,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.19,2023-01-05 09:10:00,1740,29,9.8,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.21,2023-01-05 10:31:00,4860,81,15.3,64,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.37,2023-01-05 10:42:00,660,11,15.3,64,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.21,2023-01-05 11:43:00,3660,61,16.9,57,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.49,2023-01-05 11:46:00,180,3,16.9,57,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.77,2023-01-05 12:24:00,2280,38,16.9,57,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.25,2023-01-05 12:28:00,240,4,16.9,57,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.67,2023-01-05 12:42:00,840,14,18.4,52,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.96,2023-01-05 13:09:00,1620,27,18.4,52,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.23,2023-01-05 13:25:00,960,16,18.4,52,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.32,2023-01-05 13:35:00,600,10,19.3,49,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.4,2023-01-05 13:35:00,0,0,19.3,49,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.84,2023-01-05 13:52:00,1020,17,19.3,49,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.87,2023-01-05 14:20:00,1680,28,19.3,49,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.61,2023-01-05 15:57:00,5820,97,19.9,49,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.88,2023-01-05 17:41:00,6240,104,17.8,67,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.76,2023-01-05 17:56:00,900,15,17.8,67,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.78,2023-01-05 18:18:00,1320,22,17.8,67,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.28,2023-01-05 18:20:00,120,2,17.8,67,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.82,2023-01-05 18:36:00,960,16,15.7,71,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.86,2023-01-05 19:12:00,2160,36,15.7,71,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.93,2023-01-05 19:32:00,1200,20,14.5,77,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.22,2023-01-05 20:19:00,2820,47,14.5,77,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.37,2023-01-05 20:34:00,900,15,13.3,85,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.16,2023-01-05 21:24:00,3000,50,13.3,85,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.37,2023-01-05 21:45:00,1260,21,12.7,82,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.9,2023-01-05 22:57:00,4320,72,12.0,79,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.82,2023-01-05 23:39:00,2520,42,11.4,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.92,2023-01-05 23:49:00,600,10,11.4,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.47,2023-01-05 23:50:00,60,1,11.4,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.81,2023-01-06 00:02:00,720,12,11.4,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.13,2023-01-06 01:41:00,5940,99,11.3,91,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.29,2023-01-06 01:43:00,120,2,11.3,91,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.03,2023-01-06 02:04:00,1260,21,11.3,91,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.38,2023-01-06 02:55:00,3060,51,11.2,90,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.3,2023-01-06 03:04:00,540,9,11.2,90,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.78,2023-01-06 03:50:00,2760,46,11.0,91,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.97,2023-01-06 04:17:00,1620,27,11.0,91,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.87,2023-01-06 04:22:00,300,5,11.0,91,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.07,2023-01-06 07:29:00,11220,187,10.3,98,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.09,2023-01-06 10:06:00,9420,157,15.4,93,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.15,2023-01-06 11:13:00,4020,67,18.3,89,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.6,2023-01-06 12:04:00,3060,51,20.8,80,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.57,2023-01-06 12:22:00,1080,18,20.8,80,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.31,2023-01-06 12:23:00,60,1,20.8,80,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.25,2023-01-06 14:02:00,5940,99,24.0,64,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.03,2023-01-06 16:50:00,10080,168,23.3,59,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.43,2023-01-06 16:53:00,180,3,23.3,59,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.58,2023-01-06 17:04:00,660,11,23.3,59,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.96,2023-01-06 18:13:00,4140,69,21.7,67,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.32,2023-01-06 20:22:00,7740,129,19.1,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.13,2023-01-06 20:42:00,1200,20,18.1,88,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.32,2023-01-06 22:00:00,4680,78,17.7,89,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.08,2023-01-06 22:05:00,300,5,17.7,89,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.32,2023-01-06 22:05:00,0,0,17.7,89,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.46,2023-01-06 22:24:00,1140,19,17.7,89,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.25,2023-01-07 00:03:00,5940,99,17.4,90,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.96,2023-01-07 02:06:00,7380,123,17.6,91,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.17,2023-01-07 02:43:00,2220,37,17.5,93,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.2,2023-01-07 03:55:00,4320,72,16.8,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.8,2023-01-07 04:10:00,900,15,16.8,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.82,2023-01-07 05:21:00,4260,71,16.0,95,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.9,2023-01-07 05:29:00,480,8,16.0,95,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.64,2023-01-07 05:31:00,120,2,15.5,96,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.93,2023-01-07 05:37:00,360,6,15.5,96,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.11,2023-01-07 06:27:00,3000,50,15.5,96,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.77,2023-01-07 06:30:00,180,3,15.5,96,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.9,2023-01-07 07:43:00,4380,73,17.0,97,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.42,2023-01-07 08:16:00,1980,33,17.0,97,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.79,2023-01-07 08:30:00,840,14,17.0,97,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.66,2023-01-07 11:17:00,10020,167,20.3,91,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.29,2023-01-07 13:17:00,7200,120,23.3,82,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.45,2023-01-07 13:51:00,2040,34,22.6,80,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.99,2023-01-07 14:16:00,1500,25,22.6,80,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.24,2023-01-07 15:44:00,5280,88,22.7,82,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.55,2023-01-07 16:06:00,1320,22,22.7,82,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.35,2023-01-07 16:14:00,480,8,22.7,82,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.55,2023-01-07 17:42:00,5280,88,22.1,84,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.02,2023-01-07 19:01:00,4740,79,21.2,91,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.88,2023-01-07 19:18:00,1020,17,21.2,91,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.64,2023-01-07 19:46:00,1680,28,20.3,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.62,2023-01-07 20:07:00,1260,21,20.3,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.17,2023-01-07 20:07:00,0,0,20.3,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.3,2023-01-07 20:16:00,540,9,20.3,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.11,2023-01-07 20:47:00,1860,31,19.5,96,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.42,2023-01-07 21:51:00,3840,64,18.9,96,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.25,2023-01-07 22:44:00,3180,53,19.1,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.03,2023-01-07 23:01:00,1020,17,19.1,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.66,2023-01-07 23:22:00,1260,21,19.1,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.62,2023-01-07 23:23:00,60,1,19.1,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.82,2023-01-08 00:44:00,4860,81,18.1,96,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.59,2023-01-08 00:49:00,300,5,18.1,96,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.71,2023-01-08 01:06:00,1020,17,18.1,96,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.96,2023-01-08 01:33:00,1620,27,17.7,97,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.99,2023-01-08 01:35:00,120,2,17.7,97,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.13,2023-01-08 02:09:00,2040,34,17.7,97,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.84,2023-01-08 02:10:00,60,1,17.7,97,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.48,2023-01-08 03:13:00,3780,63,17.4,98,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.76,2023-01-08 05:06:00,6780,113,16.9,95,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.51,2023-01-08 05:47:00,2460,41,15.1,90,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.33,2023-01-08 05:47:00,0,0,15.1,90,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.83,2023-01-08 06:13:00,1560,26,15.1,90,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.78,2023-01-08 06:46:00,1980,33,13.5,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.07,2023-01-08 07:15:00,1740,29,13.5,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.43,2023-01-08 09:13:00,7080,118,12.9,87,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.81,2023-01-08 09:18:00,300,5,12.9,87,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.06,2023-01-08 09:38:00,1200,20,13.3,86,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.03,2023-01-08 09:52:00,840,14,13.3,86,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.58,2023-01-08 11:25:00,5580,93,13.5,82,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.82,2023-01-08 11:56:00,1860,31,15.8,76,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.84,2023-01-08 12:04:00,480,8,15.8,76,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.75,2023-01-08 12:07:00,180,3,15.8,76,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.12,2023-01-08 12:36:00,1740,29,17.1,67,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.11,2023-01-08 13:08:00,1920,32,17.1,67,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.75,2023-01-08 14:17:00,4140,69,18.8,61,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.4,2023-01-08 14:30:00,780,13,18.8,61,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.53,2023-01-08 15:50:00,4800,80,20.0,56,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.46,2023-01-08 16:32:00,2520,42,19.7,55,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.95,2023-01-08 17:24:00,3120,52,19.7,55,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.43,2023-01-08 18:08:00,2640,44,18.3,59,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
