Home ID,Location City,Location Region,Appliance Type,Energy Consumption (kWh),Time,Date,TOU Period,Tariff Plan,Tariff ($/kWh),Outdoor Temperature (C),Indoor Temperature (C),Season,Household Size,Device Smartness,Uses PowerPulse Plug,Data Source,Measurement Accuracy (%),Room / Zone,Voltage (V),Current (A),Appliance Efficiency Rating,Occupancy / Motion Detected
1,Austin,"TX, USA",Air Conditioning,0.95,02:37,6/16/23,offpeak,TOU,0.177,23.6,22.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,4.32,B,FALSE
1,Austin,"TX, USA",Air Conditioning,1.119,03:58,6/16/23,offpeak,TOU,0.178,23.6,22.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,5.09,B,TRUE
1,Austin,"TX, USA",Air Conditioning,1.076,05:52,6/16/23,offpeak,TOU,0.183,23.6,22.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,4.89,B,FALSE
1,Austin,"TX, USA",Air Conditioning,0.795,10:34,6/16/23,shoulder,TOU,0.218,23.6,22.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,3.61,B,FALSE
1,Austin,"TX, USA",Air Conditioning,1.57,16:25,6/16/23,peak,TOU,0.273,23.6,22.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,7.14,B,TRUE
1,Austin,"TX, USA",Air Conditioning,0.755,01:25,6/17/23,offpeak,TOU,0.177,21.4,21.5,Summer,2,Unknown,FALSE,App,92,Bedroom,220,3.43,B,TRUE
1,Austin,"TX, USA",Air Conditioning,1.155,07:31,6/17/23,shoulder,TOU,0.219,21.4,21.5,Summer,2,Unknown,FALSE,App,92,Bedroom,220,5.25,B,TRUE
1,Austin,"TX, USA",Air Conditioning,1.306,08:36,6/17/23,shoulder,TOU,0.223,21.4,21.5,Summer,2,Unknown,FALSE,App,92,Bedroom,220,5.94,B,TRUE
1,Austin,"TX, USA",Air Conditioning,0.895,19:15,6/17/23,peak,TOU,0.266,21.4,21.5,Summer,2,Unknown,FALSE,App,92,Bedroom,220,4.07,B,FALSE
1,Austin,"TX, USA",Air Conditioning,1.235,20:48,6/17/23,peak,TOU,0.27,21.4,21.5,Summer,2,Unknown,FALSE,App,92,Bedroom,220,5.61,B,TRUE
1,Austin,"TX, USA",Air Conditioning,1.007,21:16,6/17/23,offpeak,TOU,0.175,21.4,21.5,Summer,2,Unknown,FALSE,App,92,Bedroom,220,4.58,B,FALSE
1,Austin,"TX, USA",Air Conditioning,0.97,02:02,6/18/23,offpeak,TOU,0.183,26.8,23.1,Summer,2,Unknown,FALSE,App,92,Bedroom,220,4.41,B,FALSE
1,Austin,"TX, USA",Air Conditioning,1.21,03:30,6/18/23,offpeak,TOU,0.177,26.8,23.1,Summer,2,Unknown,FALSE,App,92,Bedroom,220,5.5,B,TRUE
1,Austin,"TX, USA",Air Conditioning,1.445,14:38,6/18/23,shoulder,TOU,0.22,26.8,23.1,Summer,2,Unknown,FALSE,App,92,Bedroom,220,6.57,B,TRUE
1,Austin,"TX, USA",Air Conditioning,1.221,17:18,6/18/23,peak,TOU,0.27,26.8,23.1,Summer,2,Unknown,FALSE,App,92,Bedroom,220,5.55,B,FALSE
1,Austin,"TX, USA",Air Conditioning,1.395,20:18,6/18/23,peak,TOU,0.269,26.8,23.1,Summer,2,Unknown,FALSE,App,92,Bedroom,220,6.34,B,FALSE
1,Austin,"TX, USA",Air Conditioning,1.454,20:18,6/18/23,peak,TOU,0.271,26.8,23.1,Summer,2,Unknown,FALSE,App,92,Bedroom,220,6.61,B,FALSE
1,Austin,"TX, USA",Air Conditioning,1.252,01:04,6/19/23,offpeak,TOU,0.184,35.4,22.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,5.69,B,TRUE
1,Austin,"TX, USA",Air Conditioning,0.849,01:48,6/19/23,offpeak,TOU,0.18,35.4,22.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,3.86,B,TRUE
1,Austin,"TX, USA",Air Conditioning,0.716,10:51,6/19/23,shoulder,TOU,0.216,35.4,22.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,3.25,B,FALSE
1,Austin,"TX, USA",Air Conditioning,0.805,12:15,6/19/23,shoulder,TOU,0.225,35.4,22.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,3.66,B,TRUE
1,Austin,"TX, USA",Air Conditioning,0.828,18:07,6/19/23,peak,TOU,0.269,35.4,22.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,3.76,B,TRUE
1,Austin,"TX, USA",Air Conditioning,1.16,23:09,6/19/23,offpeak,TOU,0.179,35.4,22.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,5.27,B,TRUE
1,Austin,"TX, USA",Air Conditioning,0.633,04:32,6/20/23,offpeak,TOU,0.18,22.8,23.4,Summer,2,Unknown,FALSE,App,92,Bedroom,220,2.88,B,FALSE
1,Austin,"TX, USA",Air Conditioning,1.381,09:22,6/20/23,shoulder,TOU,0.221,22.8,23.4,Summer,2,Unknown,FALSE,App,92,Bedroom,220,6.28,B,FALSE
1,Austin,"TX, USA",Air Conditioning,0.919,11:36,6/20/23,shoulder,TOU,0.222,22.8,23.4,Summer,2,Unknown,FALSE,App,92,Bedroom,220,4.18,B,TRUE
1,Austin,"TX, USA",Air Conditioning,1.432,16:12,6/20/23,peak,TOU,0.273,22.8,23.4,Summer,2,Unknown,FALSE,App,92,Bedroom,220,6.51,B,TRUE
1,Austin,"TX, USA",Air Conditioning,0.902,23:12,6/20/23,offpeak,TOU,0.182,22.8,23.4,Summer,2,Unknown,FALSE,App,92,Bedroom,220,4.1,B,TRUE
1,Austin,"TX, USA",Air Conditioning,0.992,23:16,6/20/23,offpeak,TOU,0.175,22.8,23.4,Summer,2,Unknown,FALSE,App,92,Bedroom,220,4.51,B,FALSE
1,Austin,"TX, USA",Air Conditioning,0.885,05:21,6/21/23,offpeak,TOU,0.177,20.8,23.8,Summer,2,Unknown,FALSE,App,92,Bedroom,220,4.02,B,FALSE
1,Austin,"TX, USA",Air Conditioning,1.345,07:04,6/21/23,shoulder,TOU,0.223,20.8,23.8,Summer,2,Unknown,FALSE,App,92,Bedroom,220,6.11,B,TRUE
1,Austin,"TX, USA",Air Conditioning,1.078,11:53,6/21/23,shoulder,TOU,0.223,20.8,23.8,Summer,2,Unknown,FALSE,App,92,Bedroom,220,4.9,B,TRUE
1,Austin,"TX, USA",Air Conditioning,1.075,15:24,6/21/23,shoulder,TOU,0.222,20.8,23.8,Summer,2,Unknown,FALSE,App,92,Bedroom,220,4.89,B,TRUE
1,Austin,"TX, USA",Air Conditioning,1.158,17:38,6/21/23,peak,TOU,0.272,20.8,23.8,Summer,2,Unknown,FALSE,App,92,Bedroom,220,5.26,B,FALSE
1,Austin,"TX, USA",Air Conditioning,1.077,20:52,6/21/23,peak,TOU,0.273,20.8,23.8,Summer,2,Unknown,FALSE,App,92,Bedroom,220,4.9,B,TRUE
1,Austin,"TX, USA",Air Conditioning,1.416,09:19,6/22/23,shoulder,TOU,0.215,27.4,21.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,6.44,B,TRUE
1,Austin,"TX, USA",Air Conditioning,1.495,14:44,6/22/23,shoulder,TOU,0.221,27.4,21.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,6.8,B,FALSE
1,Austin,"TX, USA",Air Conditioning,1.12,15:20,6/22/23,shoulder,TOU,0.223,27.4,21.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,5.09,B,FALSE
1,Austin,"TX, USA",Air Conditioning,1.689,18:42,6/22/23,peak,TOU,0.267,27.4,21.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,7.68,B,FALSE
1,Austin,"TX, USA",Air Conditioning,1.155,18:45,6/22/23,peak,TOU,0.266,27.4,21.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,5.25,B,FALSE
1,Austin,"TX, USA",Air Conditioning,0.95,21:43,6/22/23,offpeak,TOU,0.184,27.4,21.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,4.32,B,FALSE
1,Austin,"TX, USA",Air Conditioning,0.802,00:24,6/23/23,offpeak,TOU,0.179,36.1,22.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,3.65,B,TRUE
1,Austin,"TX, USA",Air Conditioning,1.072,02:24,6/23/23,offpeak,TOU,0.179,36.1,22.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,4.87,B,TRUE
1,Austin,"TX, USA",Air Conditioning,1.428,07:11,6/23/23,shoulder,TOU,0.221,36.1,22.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,6.49,B,TRUE
1,Austin,"TX, USA",Air Conditioning,1.358,11:18,6/23/23,shoulder,TOU,0.224,36.1,22.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,6.17,B,TRUE
1,Austin,"TX, USA",Air Conditioning,0.874,11:10,6/23/23,shoulder,TOU,0.216,36.1,22.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,3.97,B,FALSE
1,Austin,"TX, USA",Air Conditioning,1.776,16:51,6/23/23,peak,TOU,0.272,36.1,22.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,8.07,B,FALSE
1,Austin,"TX, USA",Air Conditioning,0.61,00:27,6/24/23,offpeak,TOU,0.183,30.9,21.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,2.77,B,TRUE
1,Austin,"TX, USA",Air Conditioning,1.053,02:58,6/24/23,offpeak,TOU,0.18,30.9,21.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,4.79,B,FALSE
1,Austin,"TX, USA",Air Conditioning,1.091,04:21,6/24/23,offpeak,TOU,0.179,30.9,21.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,4.96,B,FALSE
1,Austin,"TX, USA",Air Conditioning,1.28,10:34,6/24/23,shoulder,TOU,0.22,30.9,21.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,5.82,B,TRUE
1,Austin,"TX, USA",Air Conditioning,1.509,20:26,6/24/23,peak,TOU,0.274,30.9,21.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,6.86,B,FALSE
1,Austin,"TX, USA",Air Conditioning,1.66,20:53,6/24/23,peak,TOU,0.273,30.9,21.7,Summer,2,Unknown,FALSE,App,92,Bedroom,220,7.55,B,TRUE
